transaction_id,customer_id,transaction_date,transaction_amount,payment_mode,channel,gender,age,city,customer_segment,signup_date,value_segment,year_month
TXN503064,CUST101679,06-08-2023,1487.52,UPI,Website,Female,39,Hyderabad,High Value,23-03-2022,Mid Value,2023-08
TXN503065,CUST100829,27-03-2024,1583.66,UPI,Mobile App,Female,58,Pune,Low Value,26-07-2022,High Value,2024-03
TXN503066,CUST101619,02-01-2024,3413.88,Credit Card,Mobile App,Male,31,Hyderabad,Mid Value,28-06-2023,Mid Value,2024-01
TXN503067,CUST100991,12-08-2024,2615.12,Debit Card,Website,Female,52,Hyderabad,High Value,28-04-2024,Mid Value,2024-08
TXN503068,CUST101079,31-10-2024,595.27,Credit Card,Website,Male,55,Delhi,Low Value,22-08-2023,Low Value,2024-10
TXN503069,CUST100790,13-07-2024,200,Net Banking,Website,Female,39,Hyderabad,Low Value,12-11-2024,Mid Value,2024-07
TXN503070,CUST101296,08-11-2023,3315.63,UPI,Website,Male,60,Pune,High Value,25-12-2022,Mid Value,2023-11
TXN503071,CUST100463,25-10-2023,305.73,UPI,Website,Male,52,Pune,Mid Value,05-07-2022,High Value,2023-10
TXN503072,CUST100677,24-01-2023,2006.89,UPI,Website,Female,53,Pune,Mid Value,15-04-2022,Low Value,2023-01
TXN503073,CUST101479,20-04-2023,6288.18,UPI,Mobile App,Female,60,Delhi,Low Value,10-03-2024,High Value,2023-04
TXN503074,CUST100978,21-02-2023,1754,UPI,Mobile App,Female,61,Pune,Mid Value,09-02-2024,High Value,2023-02
TXN503075,CUST100669,17-10-2023,739.8,Credit Card,Website,Male,21,Bengaluru,Mid Value,13-01-2024,Mid Value,2023-10
TXN503076,CUST101272,19-03-2024,433.38,Wallet,Mobile App,Male,62,Mumbai,High Value,26-06-2023,Mid Value,2024-03
TXN503077,CUST100697,11-04-2024,200,Net Banking,Mobile App,Female,49,Delhi,High Value,06-08-2022,Mid Value,2024-04
TXN503078,CUST100993,16-09-2023,2147.55,Net Banking,Mobile App,Female,48,Hyderabad,Mid Value,23-01-2022,High Value,2023-09
TXN503079,CUST100077,20-11-2023,1796.18,Net Banking,Website,Female,33,Pune,High Value,28-07-2024,High Value,2023-11
TXN503080,CUST100533,12-10-2024,1362.65,UPI,Mobile App,Male,21,Bengaluru,Mid Value,29-09-2024,Low Value,2024-10
TXN503081,CUST100107,04-12-2023,473.85,UPI,Mobile App,Female,35,Hyderabad,Mid Value,05-02-2023,Mid Value,2023-12
TXN503082,CUST101296,09-07-2024,594.03,Debit Card,Website,Male,60,Pune,High Value,25-12-2022,Mid Value,2024-07
TXN503083,CUST100763,26-02-2024,7002.07,Credit Card,Mobile App,Female,62,Mumbai,Low Value,03-05-2022,High Value,2024-02
TXN503084,CUST100014,16-09-2023,200,UPI,Mobile App,Female,38,Bengaluru,Low Value,26-06-2022,Mid Value,2023-09
TXN503085,CUST100369,16-09-2024,993.67,Wallet,Mobile App,Male,50,Delhi,Mid Value,11-09-2023,High Value,2024-09
TXN503086,CUST101327,06-03-2023,200,Credit Card,Website,Male,56,Delhi,Mid Value,01-04-2024,Mid Value,2023-03
TXN503087,CUST101695,12-06-2023,467.85,Net Banking,Mobile App,Female,50,Pune,Low Value,14-11-2024,Low Value,2023-06
TXN503088,CUST100204,13-06-2023,5951.22,UPI,Mobile App,Female,61,Mumbai,High Value,10-04-2024,Mid Value,2023-06
TXN503089,CUST101136,08-11-2024,356.41,UPI,Mobile App,Male,48,Chennai,Mid Value,16-06-2022,Low Value,2024-11
TXN503090,CUST101703,08-02-2023,2020.16,Credit Card,Mobile App,Male,34,Pune,Low Value,02-02-2024,Mid Value,2023-02
TXN503091,CUST100864,26-10-2024,937.41,UPI,Website,Female,22,Pune,High Value,15-12-2023,Mid Value,2024-10
TXN503092,CUST101276,16-11-2023,2205.55,Wallet,Mobile App,Male,34,Mumbai,Low Value,23-09-2022,High Value,2023-11
TXN503093,CUST100440,26-12-2023,4205.32,Net Banking,Mobile App,Male,23,Mumbai,Mid Value,01-04-2023,Mid Value,2023-12
TXN503094,CUST101209,26-09-2023,742.8,Credit Card,Mobile App,Male,52,Mumbai,Mid Value,22-01-2023,Low Value,2023-09
TXN503095,CUST100858,20-11-2023,200,Wallet,Mobile App,Female,23,Hyderabad,Low Value,15-10-2022,High Value,2023-11
TXN503096,CUST100226,22-11-2023,502.44,UPI,Mobile App,Male,22,Delhi,Mid Value,16-04-2023,Mid Value,2023-11
TXN503097,CUST100527,09-08-2024,1272.03,Debit Card,Mobile App,Female,45,Delhi,High Value,05-11-2024,High Value,2024-08
TXN503098,CUST101691,14-09-2023,1592.22,UPI,Mobile App,Female,58,Hyderabad,High Value,24-11-2024,High Value,2023-09
TXN503099,CUST100353,19-07-2023,6260.12,Credit Card,Mobile App,Female,37,Mumbai,Low Value,07-07-2022,Mid Value,2023-07
TXN503100,CUST100622,13-03-2024,200,UPI,Mobile App,Male,32,Chennai,Mid Value,27-05-2022,Mid Value,2024-03
TXN503101,CUST101024,01-09-2024,3118.01,Credit Card,Mobile App,Female,48,Bengaluru,Low Value,28-09-2024,Mid Value,2024-09
TXN503102,CUST101576,14-04-2023,200,Credit Card,Website,Male,24,Hyderabad,Mid Value,07-06-2022,High Value,2023-04
TXN503103,CUST101583,07-01-2024,200,Credit Card,Website,Female,48,Pune,Low Value,28-10-2023,Low Value,2024-01
TXN503104,CUST100926,13-06-2023,2335.74,Credit Card,Mobile App,Male,23,Delhi,High Value,01-02-2022,Mid Value,2023-06
TXN503105,CUST101443,23-04-2023,5271.54,Debit Card,Mobile App,Male,41,Pune,Mid Value,01-07-2023,High Value,2023-04
TXN503106,CUST101643,06-09-2024,746.35,UPI,Website,Female,35,Mumbai,Low Value,29-05-2023,Low Value,2024-09
TXN503107,CUST101184,02-07-2024,690.27,UPI,Website,Female,60,Delhi,High Value,11-07-2022,Mid Value,2024-07
TXN503108,CUST100160,16-04-2023,2115.48,Debit Card,Mobile App,Male,29,Delhi,High Value,29-12-2022,High Value,2023-04
TXN503109,CUST100870,29-11-2024,3294.2,Credit Card,Mobile App,Male,50,Pune,High Value,31-07-2023,Mid Value,2024-11
TXN503110,CUST101151,30-12-2023,4470.94,UPI,Website,Male,45,Mumbai,Mid Value,01-05-2023,Mid Value,2023-12
TXN503111,CUST101745,21-01-2023,632.04,Debit Card,Website,Female,46,Hyderabad,High Value,28-03-2024,Low Value,2023-01
TXN503112,CUST101174,21-10-2024,2965.25,Wallet,Mobile App,Male,52,Pune,Mid Value,16-01-2023,Mid Value,2024-10
TXN503113,CUST100443,09-05-2023,807.47,Credit Card,Mobile App,Female,34,Delhi,Mid Value,07-08-2024,Mid Value,2023-05
TXN503114,CUST101790,27-04-2024,1731.5,Debit Card,Website,Male,40,Delhi,Low Value,19-06-2024,High Value,2024-04
TXN503115,CUST101494,29-11-2024,465.9,Net Banking,Website,Female,42,Mumbai,Mid Value,03-01-2023,Low Value,2024-11
TXN503116,CUST100462,18-07-2023,347.22,Wallet,Website,Female,57,Hyderabad,Mid Value,20-11-2024,Low Value,2023-07
TXN503117,CUST101753,11-09-2024,6023.71,Wallet,Mobile App,Male,24,Bengaluru,Mid Value,15-04-2024,High Value,2024-09
TXN503118,CUST101053,04-06-2024,1743.07,Wallet,Mobile App,Male,41,Bengaluru,Mid Value,23-08-2023,High Value,2024-06
TXN503119,CUST100472,24-02-2024,200,Net Banking,Mobile App,Male,27,Pune,Mid Value,14-05-2023,Mid Value,2024-02
TXN503120,CUST100556,14-08-2023,3469.72,Credit Card,Website,Female,21,Bengaluru,High Value,14-12-2024,High Value,2023-08
TXN503121,CUST100079,28-07-2023,2582.79,Debit Card,Mobile App,Female,38,Mumbai,Mid Value,17-08-2022,High Value,2023-07
TXN503122,CUST101062,02-09-2023,867.57,Debit Card,Mobile App,Male,33,Mumbai,Low Value,29-11-2022,Mid Value,2023-09
TXN503123,CUST100239,15-10-2023,1371.82,UPI,Mobile App,Female,51,Bengaluru,Mid Value,17-11-2022,High Value,2023-10
TXN503124,CUST100556,07-03-2023,1314.76,UPI,Website,Female,21,Bengaluru,High Value,14-12-2024,High Value,2023-03
TXN503125,CUST100589,02-06-2023,706.79,Debit Card,Website,Male,54,Delhi,Mid Value,06-10-2022,High Value,2023-06
TXN503126,CUST101360,05-05-2024,8668.59,Debit Card,Mobile App,Female,46,Delhi,High Value,02-06-2024,High Value,2024-05
TXN503127,CUST101931,10-03-2024,1727.02,Net Banking,Mobile App,Female,39,Bengaluru,Mid Value,19-12-2022,Mid Value,2024-03
TXN503128,CUST101884,03-12-2024,5006.63,UPI,Website,Male,55,Delhi,Mid Value,01-05-2022,Low Value,2024-12
TXN503129,CUST101823,06-08-2023,1936.73,Wallet,Mobile App,Female,28,Delhi,Mid Value,10-08-2024,Low Value,2023-08
TXN503130,CUST101975,04-03-2024,2577.9,UPI,Website,Male,49,Pune,Mid Value,05-12-2022,Mid Value,2024-03
TXN503131,CUST101303,16-05-2024,200,UPI,Mobile App,Female,37,Delhi,Mid Value,07-06-2024,Low Value,2024-05
TXN503132,CUST101139,27-10-2024,1577.55,UPI,Mobile App,Male,25,Bengaluru,Low Value,31-12-2024,Low Value,2024-10
TXN503133,CUST100268,16-08-2024,2810.58,Net Banking,Mobile App,Male,21,Pune,High Value,05-09-2024,Mid Value,2024-08
TXN503134,CUST101939,09-08-2023,285.9,UPI,Mobile App,Male,47,Mumbai,Mid Value,17-12-2023,Low Value,2023-08
TXN503135,CUST100334,10-03-2024,2495.27,UPI,Website,Female,28,Chennai,Mid Value,18-06-2022,Mid Value,2024-03
TXN503136,CUST100311,07-10-2023,200,Wallet,Website,Male,48,Chennai,Low Value,13-10-2024,Mid Value,2023-10
TXN503137,CUST101076,14-09-2024,3619.4,UPI,Website,Female,54,Delhi,Mid Value,12-08-2023,Mid Value,2024-09
TXN503138,CUST101091,02-04-2023,8375.26,UPI,Website,Male,61,Mumbai,High Value,08-11-2022,High Value,2023-04
TXN503139,CUST100693,07-06-2024,2168.02,UPI,Mobile App,Female,28,Hyderabad,Low Value,23-03-2023,High Value,2024-06
TXN503140,CUST100033,19-05-2023,200,Wallet,Website,Female,27,Pune,Mid Value,19-09-2022,Mid Value,2023-05
TXN503141,CUST101819,28-10-2024,1944.16,Net Banking,Mobile App,Male,60,Bengaluru,Mid Value,26-12-2022,Mid Value,2024-10
TXN503142,CUST101841,23-01-2023,2970.88,Credit Card,Mobile App,Female,24,Delhi,Low Value,09-04-2023,High Value,2023-01
TXN503143,CUST100385,21-02-2024,5949.89,UPI,Mobile App,Female,32,Delhi,Mid Value,14-07-2023,Low Value,2024-02
TXN503144,CUST100248,14-12-2023,200,Wallet,Mobile App,Male,61,Mumbai,Mid Value,07-03-2023,Low Value,2023-12
TXN503145,CUST101134,25-08-2023,3282.05,UPI,Website,Male,39,Mumbai,Low Value,20-02-2023,Mid Value,2023-08
TXN503146,CUST101117,02-07-2023,312.91,Credit Card,Website,Male,33,Bengaluru,High Value,05-10-2023,Mid Value,2023-07
TXN503147,CUST101433,22-05-2024,3439.58,Credit Card,Mobile App,Female,41,Hyderabad,Low Value,31-01-2022,Mid Value,2024-05
TXN503148,CUST101202,17-07-2023,4830.36,Wallet,Mobile App,Female,33,Delhi,Mid Value,02-06-2023,Mid Value,2023-07
TXN503149,CUST101070,12-11-2024,4345.07,Debit Card,Website,Male,37,Mumbai,Mid Value,11-09-2024,High Value,2024-11
TXN503150,CUST100793,03-05-2023,2327.74,Credit Card,Mobile App,Female,53,Delhi,Low Value,04-07-2023,High Value,2023-05
TXN503151,CUST100851,29-06-2024,1528.3,Debit Card,Website,Female,52,Delhi,Mid Value,08-05-2024,Low Value,2024-06
TXN503152,CUST100873,16-01-2024,4567.51,Wallet,Website,Male,64,Bengaluru,High Value,25-01-2022,Mid Value,2024-01
TXN503153,CUST101627,29-05-2024,1610.48,Net Banking,Mobile App,Male,54,Delhi,Low Value,23-10-2023,High Value,2024-05
TXN503154,CUST100375,06-01-2023,463.89,Debit Card,Mobile App,Female,45,Mumbai,Mid Value,09-03-2024,High Value,2023-01
TXN503155,CUST100723,31-10-2023,6295.91,Wallet,Mobile App,Male,41,Pune,High Value,31-12-2022,Mid Value,2023-10
TXN503156,CUST101610,05-09-2024,1028,Credit Card,Website,Male,54,Pune,High Value,28-12-2022,Mid Value,2024-09
TXN503157,CUST101913,11-07-2023,2154.01,Debit Card,Website,Female,61,Bengaluru,High Value,14-10-2023,Low Value,2023-07
TXN503158,CUST100201,11-01-2024,488.57,UPI,Website,Female,60,Delhi,High Value,19-02-2023,High Value,2024-01
TXN503159,CUST100444,08-06-2024,257.71,Credit Card,Mobile App,Female,31,Bengaluru,High Value,11-11-2023,Low Value,2024-06
TXN503160,CUST101942,05-02-2023,1761.8,UPI,Website,Female,25,Delhi,Mid Value,07-11-2023,High Value,2023-02
TXN503161,CUST101956,11-03-2023,1779.29,Credit Card,Website,Female,46,Mumbai,High Value,19-02-2023,High Value,2023-03
TXN503162,CUST100296,16-10-2023,1015.58,UPI,Mobile App,Female,59,Delhi,Mid Value,14-08-2024,Low Value,2023-10
TXN503163,CUST101331,15-04-2023,821.89,Credit Card,Mobile App,Female,53,Mumbai,Low Value,29-12-2024,Mid Value,2023-04
TXN503164,CUST101746,16-12-2024,1031.1,Debit Card,Website,Female,49,Pune,Low Value,14-10-2024,Mid Value,2024-12
TXN503165,CUST100492,09-11-2023,3488,UPI,Mobile App,Male,54,Bengaluru,Mid Value,15-04-2024,Low Value,2023-11
TXN503166,CUST100337,24-02-2023,974.06,Credit Card,Mobile App,Male,49,Chennai,Low Value,13-06-2022,Low Value,2023-02
TXN503167,CUST101968,17-04-2023,5594.68,UPI,Website,Male,57,Bengaluru,High Value,29-07-2023,Low Value,2023-04
TXN503168,CUST100922,14-10-2024,263.71,Credit Card,Mobile App,Male,47,Pune,Mid Value,02-03-2022,Mid Value,2024-10
TXN503169,CUST101669,03-11-2023,5900.48,Debit Card,Website,Female,34,Chennai,Low Value,05-05-2022,High Value,2023-11
TXN503170,CUST101865,05-02-2023,2573.4,UPI,Website,Female,38,Bengaluru,High Value,25-09-2022,Mid Value,2023-02
TXN503171,CUST101089,13-05-2023,928.69,UPI,Website,Female,37,Delhi,Low Value,25-10-2023,Mid Value,2023-05
TXN503172,CUST100791,25-01-2023,200,UPI,Mobile App,Female,56,Mumbai,Mid Value,23-10-2022,High Value,2023-01
TXN503173,CUST101445,06-02-2023,3567.68,Debit Card,Website,Male,61,Pune,Mid Value,13-11-2022,Mid Value,2023-02
TXN503174,CUST101563,19-01-2023,7665.65,Credit Card,Mobile App,Female,41,Pune,Mid Value,15-06-2023,High Value,2023-01
TXN503175,CUST101947,04-02-2023,8892.61,Credit Card,Website,Female,21,Bengaluru,Low Value,16-05-2024,High Value,2023-02
TXN503176,CUST101652,29-12-2023,1211.35,Debit Card,Mobile App,Female,55,Chennai,Mid Value,08-05-2022,Mid Value,2023-12
TXN503177,CUST101516,22-02-2024,200,Credit Card,Mobile App,Male,25,Chennai,Low Value,16-01-2023,High Value,2024-02
TXN503178,CUST101905,05-03-2024,828.34,Debit Card,Website,Female,64,Mumbai,Mid Value,01-09-2022,Mid Value,2024-03
TXN503179,CUST100961,01-06-2024,815.51,Wallet,Mobile App,Male,55,Bengaluru,Mid Value,30-06-2024,Mid Value,2024-06
TXN503180,CUST100316,11-04-2024,237.62,Credit Card,Mobile App,Male,40,Mumbai,High Value,28-01-2023,Mid Value,2024-04
TXN503181,CUST100941,18-07-2023,1636.46,Debit Card,Mobile App,Male,58,Chennai,Mid Value,25-04-2022,Mid Value,2023-07
TXN503182,CUST101860,29-06-2024,2041.17,Debit Card,Website,Female,22,Chennai,Mid Value,05-02-2023,Low Value,2024-06
TXN503183,CUST100625,21-07-2024,2870.93,Credit Card,Mobile App,Female,45,Chennai,Mid Value,10-03-2023,Mid Value,2024-07
TXN503184,CUST100074,30-07-2023,200,Debit Card,Website,Male,62,Mumbai,Mid Value,17-10-2024,Mid Value,2023-07
TXN503185,CUST101737,31-08-2024,708.69,Net Banking,Website,Male,28,Pune,Mid Value,17-01-2024,Low Value,2024-08
TXN503186,CUST100938,15-05-2024,965.41,Net Banking,Mobile App,Female,62,Pune,Low Value,14-07-2024,Low Value,2024-05
TXN503187,CUST100058,29-08-2023,4901.3,UPI,Mobile App,Male,43,Bengaluru,High Value,11-01-2022,Mid Value,2023-08
TXN503188,CUST100385,19-06-2023,5096.53,Wallet,Mobile App,Female,32,Delhi,Mid Value,14-07-2023,Low Value,2023-06
TXN503189,CUST100014,21-10-2023,662.35,Net Banking,Mobile App,Female,38,Bengaluru,Low Value,26-06-2022,Mid Value,2023-10
TXN503190,CUST101254,11-11-2023,1469.87,Wallet,Mobile App,Male,60,Delhi,Mid Value,26-11-2023,Mid Value,2023-11
TXN503191,CUST101640,07-05-2023,1216.52,UPI,Mobile App,Female,24,Delhi,High Value,26-03-2024,High Value,2023-05
TXN503192,CUST101700,12-04-2024,1645.69,Credit Card,Website,Male,31,Delhi,High Value,27-03-2022,Low Value,2024-04
TXN503193,CUST100198,02-01-2024,741.47,Credit Card,Mobile App,Male,44,Delhi,Mid Value,21-01-2023,Mid Value,2024-01
TXN503194,CUST101939,21-01-2023,1367.54,Credit Card,Mobile App,Male,47,Mumbai,Mid Value,17-12-2023,Low Value,2023-01
TXN503195,CUST101377,12-11-2023,345.59,Credit Card,Mobile App,Male,56,Pune,Mid Value,01-04-2023,Low Value,2023-11
TXN503196,CUST100034,31-03-2023,2719.92,Wallet,Website,Female,29,Bengaluru,Low Value,23-02-2024,Mid Value,2023-03
TXN503197,CUST100161,08-02-2024,1015.57,Debit Card,Mobile App,Male,23,Mumbai,Mid Value,10-06-2024,High Value,2024-02
TXN503198,CUST101780,01-06-2024,1719.95,UPI,Website,Female,47,Mumbai,Mid Value,19-03-2023,Low Value,2024-06
TXN503199,CUST100981,26-03-2024,2041.29,Credit Card,Mobile App,Female,33,Delhi,Low Value,19-01-2023,High Value,2024-03
TXN503200,CUST100798,31-08-2024,3984.42,Credit Card,Mobile App,Male,53,Hyderabad,Mid Value,04-04-2024,High Value,2024-08
TXN503201,CUST100894,30-05-2023,200,Credit Card,Mobile App,Female,60,Delhi,Mid Value,17-02-2023,Mid Value,2023-05
TXN503202,CUST100470,21-03-2024,1450.26,UPI,Mobile App,Male,35,Delhi,High Value,16-08-2022,Low Value,2024-03
TXN503203,CUST100530,21-03-2023,4938.99,Credit Card,Mobile App,Male,55,Bengaluru,Mid Value,26-06-2022,High Value,2023-03
TXN503204,CUST101987,17-01-2023,880.39,UPI,Mobile App,Female,43,Pune,High Value,13-06-2023,High Value,2023-01
TXN503205,CUST100791,18-05-2023,1293.45,Net Banking,Website,Female,56,Mumbai,Mid Value,23-10-2022,High Value,2023-05
TXN503206,CUST100851,13-10-2024,200,Net Banking,Mobile App,Female,52,Delhi,Mid Value,08-05-2024,Low Value,2024-10
TXN503207,CUST101446,22-05-2024,3055.78,Net Banking,Website,Female,53,Bengaluru,Mid Value,25-01-2022,High Value,2024-05
TXN503208,CUST100347,05-07-2024,200,Credit Card,Mobile App,Female,40,Chennai,High Value,01-10-2023,Mid Value,2024-07
TXN503209,CUST100693,10-11-2024,2193.18,Debit Card,Mobile App,Female,28,Hyderabad,Low Value,23-03-2023,High Value,2024-11
TXN503210,CUST100934,15-03-2023,1031.35,Net Banking,Mobile App,Female,63,Mumbai,Mid Value,22-04-2022,Mid Value,2023-03
TXN503211,CUST100912,15-03-2023,908.01,UPI,Website,Male,58,Delhi,Mid Value,29-09-2023,Low Value,2023-03
TXN503212,CUST100146,19-02-2023,1937.52,Debit Card,Mobile App,Male,55,Hyderabad,High Value,21-09-2024,High Value,2023-02
TXN503213,CUST101397,10-01-2023,1844.84,Credit Card,Mobile App,Male,34,Mumbai,Low Value,06-11-2023,High Value,2023-01
TXN503214,CUST101711,13-04-2023,1143.9,Credit Card,Website,Male,61,Delhi,Mid Value,17-07-2024,Mid Value,2023-04
TXN503215,CUST100674,23-01-2024,717.66,Net Banking,Mobile App,Female,39,Chennai,Mid Value,13-12-2024,Low Value,2024-01
TXN503216,CUST101439,20-01-2024,1561.16,Debit Card,Mobile App,Male,57,Bengaluru,High Value,08-01-2024,Mid Value,2024-01
TXN503217,CUST100686,26-10-2023,683.65,Debit Card,Mobile App,Female,34,Delhi,Mid Value,15-12-2024,Low Value,2023-10
TXN503218,CUST101517,05-12-2023,238.26,UPI,Mobile App,Male,31,Bengaluru,High Value,19-05-2024,Low Value,2023-12
TXN503219,CUST101582,24-01-2024,3531.46,UPI,Website,Male,55,Chennai,Low Value,21-06-2024,Mid Value,2024-01
TXN503220,CUST101279,18-04-2024,2665.75,Net Banking,Website,Female,40,Bengaluru,Mid Value,29-11-2022,Mid Value,2024-04
TXN503221,CUST100959,07-09-2024,200,UPI,Mobile App,Male,47,Delhi,High Value,04-04-2023,Mid Value,2024-09
TXN503222,CUST100685,22-05-2023,390.41,Wallet,Website,Female,28,Mumbai,Low Value,11-04-2022,Low Value,2023-05
TXN503223,CUST101126,19-06-2023,232.2,Net Banking,Mobile App,Female,25,Bengaluru,High Value,16-06-2024,High Value,2023-06
TXN503224,CUST100120,13-01-2023,3440.88,UPI,Mobile App,Female,45,Delhi,Low Value,28-10-2023,Low Value,2023-01
TXN503225,CUST100418,30-10-2024,3260.92,UPI,Mobile App,Female,23,Pune,High Value,02-10-2022,Mid Value,2024-10
TXN503226,CUST100349,24-03-2024,1153.48,UPI,Website,Male,45,Chennai,High Value,08-02-2024,Mid Value,2024-03
TXN503227,CUST101680,23-06-2023,3789.74,UPI,Mobile App,Female,23,Bengaluru,High Value,05-05-2024,High Value,2023-06
TXN503228,CUST100041,04-11-2024,8025.77,UPI,Mobile App,Male,59,Bengaluru,Mid Value,18-04-2024,High Value,2024-11
TXN503229,CUST101390,12-05-2023,7748.95,UPI,Mobile App,Female,62,Mumbai,Low Value,25-06-2023,Mid Value,2023-05
TXN503230,CUST100028,23-06-2024,8702.85,Debit Card,Mobile App,Female,41,Chennai,Mid Value,17-08-2023,High Value,2024-06
TXN503231,CUST100965,17-08-2024,4121.27,Wallet,Mobile App,Male,38,Mumbai,Mid Value,13-03-2022,Mid Value,2024-08
TXN503232,CUST101915,26-09-2023,538.14,UPI,Website,Female,60,Mumbai,Low Value,12-09-2023,Mid Value,2023-09
TXN503233,CUST100784,08-09-2023,200,UPI,Mobile App,Female,39,Hyderabad,High Value,25-12-2022,Low Value,2023-09
TXN503234,CUST100013,05-01-2024,3672.91,Wallet,Mobile App,Male,45,Mumbai,High Value,11-11-2022,Low Value,2024-01
TXN503235,CUST100919,09-09-2024,811.7,UPI,Mobile App,Female,61,Hyderabad,Low Value,23-06-2023,Mid Value,2024-09
TXN503236,CUST101976,09-06-2024,906.66,UPI,Mobile App,Male,33,Hyderabad,Low Value,26-10-2023,Mid Value,2024-06
TXN503237,CUST100817,14-08-2024,200,UPI,Website,Male,41,Mumbai,High Value,21-02-2024,Mid Value,2024-08
TXN503238,CUST100824,20-05-2024,2759.36,UPI,Mobile App,Female,59,Delhi,Low Value,24-09-2024,Mid Value,2024-05
TXN503239,CUST101508,02-11-2024,1239.59,Debit Card,Website,Female,62,Mumbai,Mid Value,28-05-2024,High Value,2024-11
TXN503240,CUST101212,27-06-2023,502.68,UPI,Mobile App,Female,42,Pune,Low Value,11-11-2023,Mid Value,2023-06
TXN503241,CUST100871,28-10-2024,2325.13,Credit Card,Mobile App,Female,28,Pune,Mid Value,27-08-2022,Mid Value,2024-10
TXN503242,CUST100294,30-06-2024,8593.73,Credit Card,Mobile App,Female,33,Pune,Mid Value,02-08-2022,Mid Value,2024-06
TXN503243,CUST101206,16-09-2023,1517.9,Debit Card,Mobile App,Male,27,Bengaluru,High Value,29-04-2024,Mid Value,2023-09
TXN503244,CUST100863,17-09-2023,2051.16,Credit Card,Mobile App,Female,64,Mumbai,Low Value,14-07-2023,High Value,2023-09
TXN503245,CUST100547,15-05-2023,391.07,UPI,Mobile App,Female,32,Pune,Mid Value,05-01-2024,High Value,2023-05
TXN503246,CUST101905,05-04-2024,386.09,Credit Card,Website,Female,64,Mumbai,Mid Value,01-09-2022,Mid Value,2024-04
TXN503247,CUST101060,03-05-2024,1348.46,Wallet,Mobile App,Male,25,Pune,High Value,13-02-2022,Low Value,2024-05
TXN503248,CUST101007,04-10-2024,4098.13,UPI,Mobile App,Male,51,Mumbai,High Value,14-09-2022,Mid Value,2024-10
TXN503249,CUST101037,22-03-2023,5276.8,UPI,Website,Male,56,Hyderabad,Low Value,24-08-2023,Mid Value,2023-03
TXN503250,CUST101946,02-01-2024,2258.36,Net Banking,Mobile App,Male,58,Mumbai,Mid Value,20-05-2022,High Value,2024-01
TXN503251,CUST100634,28-02-2023,983.62,Debit Card,Mobile App,Female,61,Bengaluru,Mid Value,15-09-2023,Low Value,2023-02
TXN503252,CUST100594,15-03-2023,3050.19,UPI,Website,Female,63,Delhi,Mid Value,12-07-2024,High Value,2023-03
TXN503253,CUST101182,27-08-2023,759.5,Debit Card,Website,Female,29,Chennai,Mid Value,29-06-2023,Low Value,2023-08
TXN503254,CUST101517,09-05-2023,545.35,UPI,Mobile App,Male,31,Bengaluru,High Value,19-05-2024,Low Value,2023-05
TXN503255,CUST101352,16-02-2024,3491.03,Credit Card,Mobile App,Male,33,Bengaluru,Mid Value,16-09-2023,Mid Value,2024-02
TXN503256,CUST100613,11-11-2023,3061.48,Net Banking,Mobile App,Female,46,Chennai,Mid Value,02-11-2022,High Value,2023-11
TXN503257,CUST101872,09-01-2024,4703.52,Net Banking,Mobile App,Male,47,Mumbai,Low Value,01-07-2023,Mid Value,2024-01
TXN503258,CUST101106,12-03-2024,1890.16,UPI,Mobile App,Male,37,Delhi,Mid Value,27-05-2023,Mid Value,2024-03
TXN503259,CUST101579,18-05-2023,4994.57,Credit Card,Mobile App,Male,54,Chennai,High Value,27-08-2024,Low Value,2023-05
TXN503260,CUST101603,30-03-2024,200,Credit Card,Website,Male,46,Mumbai,Mid Value,14-02-2023,Mid Value,2024-03
TXN503261,CUST101583,06-09-2024,643.83,Credit Card,Website,Female,48,Pune,Low Value,28-10-2023,Low Value,2024-09
TXN503262,CUST101592,09-01-2023,3590.32,UPI,Website,Female,64,Delhi,High Value,23-04-2023,Low Value,2023-01
TXN503263,CUST101610,20-08-2023,1212.32,Wallet,Website,Male,54,Pune,High Value,28-12-2022,Mid Value,2023-08
TXN503264,CUST101045,02-09-2024,601.99,Credit Card,Mobile App,Male,42,Hyderabad,Mid Value,22-01-2023,Mid Value,2024-09
TXN503265,CUST101155,30-12-2024,3498.7,UPI,Mobile App,Male,23,Chennai,Mid Value,28-03-2022,Mid Value,2024-12
TXN503266,CUST100464,01-02-2024,3800.45,Debit Card,Mobile App,Female,61,Bengaluru,Low Value,10-09-2022,Mid Value,2024-02
TXN503267,CUST101479,10-11-2024,1340.41,UPI,Mobile App,Female,60,Delhi,Low Value,10-03-2024,High Value,2024-11
TXN503268,CUST101325,27-07-2024,1382.64,UPI,Website,Male,58,Pune,High Value,12-12-2024,High Value,2024-07
TXN503269,CUST100954,14-11-2023,3340.46,UPI,Website,Male,29,Delhi,Mid Value,30-10-2023,High Value,2023-11
TXN503270,CUST100929,21-05-2024,3246.06,UPI,Website,Male,24,Delhi,High Value,12-07-2023,High Value,2024-05
TXN503271,CUST101290,05-06-2024,4431.09,UPI,Website,Male,44,Mumbai,High Value,02-08-2023,High Value,2024-06
TXN503272,CUST100798,28-03-2023,2281.71,Credit Card,Mobile App,Male,53,Hyderabad,Mid Value,04-04-2024,High Value,2023-03
TXN503273,CUST100394,16-12-2024,452.46,Credit Card,Website,Male,60,Bengaluru,Low Value,12-02-2022,High Value,2024-12
